periodo,disciplina,situacaoDisciplina
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,CANCELADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,CANCELADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,CANCELADO
5,Empreendedorismo,CANCELADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,CANCELADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,MATRICULADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,REPROVADO
5,Empreendedorismo,APROVADO
5,Empreendedorismo,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,REPROVADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,APROVADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,CANCELADO
5,Auditoria_Seguranca,MATRICULADO
5,Auditoria_Seguranca,MATRICULADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,CANCELADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,REPROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,APROVADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Processo_Unificado,MATRICULADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,CANCELADO
5,Gerencia_projetos,CANCELADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,CANCELADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,CANCELADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,REPROVADO
5,Gerencia_projetos,APROVADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Gerencia_projetos,MATRICULADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,APROVADO
5,Interface_Homem_Maquina,REPROVADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,MATRICULADO
5,Interface_Homem_Maquina,CANCELADO
5,Interface_Homem_Maquina,CANCELADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,REPROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
5,Contabilidade,APROVADO
