periodo,disciplina,situacaoDisciplina,data
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-02-22
2,Sistemas_Operacionais,REPROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-02-22
2,Sistemas_Operacionais,REPROVADO,2010-02-22
2,Sistemas_Operacionais,REPROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-02-22
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,REPROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,REPROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,REPROVADO,2010-02-22
2,Sistemas_Operacionais,REPROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,APROVADO,2010-08-02
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,REPROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-02-14
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2011-08-01
2,Sistemas_Operacionais,REPROVADO,2011-08-01
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,APROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-03-26
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,APROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2012-08-13
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,REPROVADO,2013-08-01
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,APROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-02-04
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,CANCELADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,CANCELADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,CANCELADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2015-02-02
2,Sistemas_Operacionais,APROVADO,2014-07-28
2,Sistemas_Operacionais,REPROVADO,2015-02-02
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,CANCELADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,APROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2015-07-28
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,APROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,CANCELADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-03-15
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,CANCELADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2016-08-22
2,Sistemas_Operacionais,APROVADO,2016-08-22
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,REPROVADO,2017-04-03
2,Sistemas_Operacionais,APROVADO,2017-09-04
2,Sistemas_Operacionais,APROVADO,2017-09-04
2,Sistemas_Operacionais,REPROVADO,2017-09-04
2,Sistemas_Operacionais,REPROVADO,2017-09-04
2,Sistemas_Operacionais,APROVADO,2017-09-04
2,Sistemas_Operacionais,REPROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,REPROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,REPROVADO,2017-09-05
2,Sistemas_Operacionais,REPROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,REPROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-05
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,CANCELADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,REPROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Sistemas_Operacionais,APROVADO,2017-09-06
2,Arquitetura_Organizacao,APROVADO,2008-02-01
2,Arquitetura_Organizacao,APROVADO,2008-02-01
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,REPROVADO,2008-08-04
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,APROVADO,2008-08-04
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-02-09
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,REPROVADO,2009-02-09
2,Arquitetura_Organizacao,APROVADO,2009-08-03
2,Arquitetura_Organizacao,CANCELADO,2009-08-03
2,Arquitetura_Organizacao,REPROVADO,2009-08-03
2,Arquitetura_Organizacao,APROVADO,2009-08-03
2,Arquitetura_Organizacao,REPROVADO,2009-08-03
2,Arquitetura_Organizacao,APROVADO,2009-08-03
2,Arquitetura_Organizacao,APROVADO,2009-08-03
2,Arquitetura_Organizacao,APROVADO,2009-08-03
