disciplina,situacaoDisciplina
Analise_Projeto_Sistema,MATRICULADO
Analise_Projeto_Sistema,MATRICULADO
Analise_Projeto_Sistema,MATRICULADO
Analise_Projeto_Sistema,MATRICULADO
Analise_Projeto_Sistema,MATRICULADO
Analise_Projeto_Sistema,MATRICULADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,CANCELADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,CANCELADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,CANCELADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,CANCELADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,CANCELADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,APROVADO
Redes_Computadores_II,REPROVADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Redes_Computadores_II,MATRICULADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,CANCELADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,CANCELADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,CANCELADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,CANCELADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,CANCELADO
Engenharia_Software,CANCELADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,APROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,REPROVADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Engenharia_Software,MATRICULADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,REPROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,APROVADO
Arquitetura_Software,CANCELADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Arquitetura_Software,MATRICULADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,CANCELADO
Empreendedorismo,CANCELADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,CANCELADO
Empreendedorismo,REPROVADO
Empreendedorismo,CANCELADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,APROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,MATRICULADO
Empreendedorismo,REPROVADO
Empreendedorismo,REPROVADO
Empreendedorismo,APROVADO
Empreendedorismo,CANCELADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,CANCELADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,CANCELADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,CANCELADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,CANCELADO
Auditoria_Seguranca,CANCELADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,REPROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
Auditoria_Seguranca,APROVADO
