disciplina,situacaoDisciplina
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
Ingles,REPROVADO
Ingles,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,CANCELADO
TGA,APROVADO
TGA,APROVADO
TGA,CANCELADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,CANCELADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,APROVADO
TGA,REPROVADO
TGA,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,CANCELADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,APROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
Programacao_Estruturada,REPROVADO
